,Market_Size,Trust_in_Strangers,Signal_Reading,Trust_Rate,Cooperating_Agents,Trust_in_Neighbors,Trust_in_Newcomers
283,0.709,0.3381995133819951,0.3388720537069826,0.346,0.692,0.3745704467353952,0.3870967741935484
284,0.71,0.34993924665856624,0.3766474780182134,0.363,0.727,0.38620689655172413,0.3069306930693069
285,0.684,0.3770491803278688,0.3993316606508895,0.391,0.712,0.4208860759493671,0.375
286,0.716,0.36741973840665876,0.38907106078311166,0.375,0.644,0.3908450704225352,0.36607142857142855
287,0.685,0.41978287092882993,0.3980175487801577,0.41,0.655,0.4095238095238095,0.4701492537313433
288,0.696,0.37794299876084264,0.375622422584742,0.38,0.646,0.3815789473684211,0.3711340206185567
289,0.71,0.3933415536374846,0.3822640114519905,0.396,0.681,0.4206896551724138,0.4606741573033708
290,0.694,0.36724565756823824,0.3811387365352066,0.382,0.664,0.43137254901960786,0.43137254901960786
291,0.68,0.3870967741935484,0.39095776758081313,0.393,0.688,0.38125,0.3217391304347826
292,0.685,0.37254901960784315,0.3872688528497854,0.388,0.691,0.4031746031746032,0.31932773109243695
293,0.684,0.3957816377171216,0.37163140634243713,0.399,0.687,0.4050632911392405,0.40707964601769914
294,0.729,0.3649815043156597,0.35427530795616724,0.368,0.692,0.3874538745387454,0.42857142857142855
295,0.702,0.3292831105710814,0.3630898585139499,0.342,0.683,0.40268456375838924,0.42452830188679247
296,0.689,0.37279596977329976,0.3794497115217848,0.381,0.682,0.3890675241157556,0.3723404255319149
297,0.661,0.366751269035533,0.3783169548813148,0.37,0.659,0.41002949852507375,0.45
298,0.664,0.3811944091486658,0.40652490129834484,0.389,0.617,0.4375,0.49572649572649574
299,0.69,0.4098360655737705,0.4044427721569359,0.408,0.615,0.4129032258064516,0.45263157894736844
300,0.708,0.37273823884197826,0.3954870110892492,0.379,0.623,0.4212328767123288,0.42592592592592593
301,0.682,0.36642156862745096,0.3937996101638198,0.371,0.622,0.3710691823899371,0.3524590163934426
302,0.646,0.3905249679897567,0.3900987100669516,0.408,0.69,0.4661016949152542,0.464
303,0.661,0.38,0.3949335569212786,0.384,0.711,0.3952802359882006,0.38461538461538464
304,0.687,0.3692115143929912,0.3902097369410383,0.394,0.706,0.4536741214057508,0.4174757281553398
305,0.657,0.4078282828282828,0.3946827577426681,0.407,0.682,0.4139941690962099,0.42276422764227645
306,0.68,0.35804020100502515,0.38656900073502004,0.365,0.655,0.409375,0.4519230769230769
307,0.693,0.40971357409713577,0.3974494634311628,0.427,0.68,0.46254071661237783,0.4230769230769231
308,0.687,0.3437110834371108,0.3769018851808344,0.346,0.68,0.3738019169329074,0.39
309,0.692,0.36474908200734396,0.37864075887506066,0.383,0.675,0.4155844155844156,0.33043478260869563
310,0.643,0.36363636363636365,0.3890909076265509,0.377,0.669,0.4005602240896359,0.36792452830188677
311,0.636,0.38133333333333336,0.39171259679005915,0.375,0.658,0.37362637362637363,0.41414141414141414
312,0.691,0.42125,0.40062963130124024,0.413,0.592,0.4077669902912621,0.45
313,0.679,0.399746192893401,0.39625137128859117,0.39,0.614,0.3707165109034268,0.42424242424242425
314,0.691,0.38985148514851486,0.3950769184530904,0.401,0.658,0.44660194174757284,0.44545454545454544
315,0.672,0.42019950124688277,0.41951942609666554,0.416,0.634,0.3871951219512195,0.41025641025641024
316,0.722,0.36642156862745096,0.3855826121947054,0.382,0.637,0.460431654676259,0.4875
317,0.717,0.3854679802955665,0.3698118292472248,0.385,0.649,0.38162544169611307,0.3953488372093023
318,0.721,0.3882063882063882,0.38956991438878075,0.397,0.635,0.40860215053763443,0.35365853658536583
319,0.709,0.38095238095238093,0.382460102657816,0.38,0.669,0.38831615120274915,0.4117647058823529
320,0.707,0.3535980148883375,0.36156822048166476,0.356,0.682,0.3651877133105802,0.375
321,0.736,0.3668639053254438,0.36925418482798716,0.373,0.644,0.4318181818181818,0.4897959183673469
322,0.667,0.37579617834394907,0.3922238088009132,0.395,0.641,0.4114114114114114,0.33962264150943394
323,0.696,0.38613861386138615,0.387170325631125,0.399,0.652,0.4276315789473684,0.37383177570093457
324,0.68,0.36507936507936506,0.39277024863155063,0.374,0.627,0.415625,0.432
325,0.671,0.39598997493734334,0.39925722487900117,0.397,0.649,0.4194528875379939,0.45454545454545453
326,0.724,0.4036363636363636,0.411182019062273,0.406,0.613,0.4384057971014493,0.4943820224719101
327,0.695,0.37763975155279506,0.3869012178475954,0.38,0.614,0.40327868852459015,0.4
328,0.699,0.37,0.3860905419233727,0.384,0.66,0.4418604651162791,0.45652173913043476
329,0.663,0.39245283018867927,0.39868598049000625,0.391,0.676,0.39465875370919884,0.4
330,0.709,0.3797780517879161,0.37954396526850004,0.387,0.654,0.3848797250859107,0.3488372093023256
331,0.673,0.39570164348925413,0.38752607896693453,0.399,0.676,0.40978593272171254,0.4107142857142857
332,0.68,0.34210526315789475,0.36370362918101995,0.36,0.673,0.3875,0.29523809523809524
333,0.681,0.37296620775969963,0.3710518837670381,0.373,0.677,0.36990595611285265,0.3619047619047619
334,0.692,0.3992443324937028,0.3784861617583713,0.385,0.661,0.37662337662337664,0.45348837209302323
335,0.698,0.3918918918918919,0.3850269897000801,0.393,0.633,0.4271523178807947,0.45794392523364486
336,0.7,0.36253041362530414,0.3862006516759503,0.373,0.648,0.3933333333333333,0.35454545454545455
337,0.701,0.3718104495747266,0.3734831488482607,0.383,0.642,0.41471571906354515,0.37719298245614036
338,0.715,0.3983050847457627,0.40578838234976444,0.409,0.66,0.45263157894736844,0.46
339,0.68,0.3948339483394834,0.41788786896721075,0.402,0.652,0.434375,0.4583333333333333
340,0.697,0.40224159402241594,0.40511771560660625,0.391,0.601,0.35973597359735976,0.40425531914893614
341,0.702,0.37223587223587223,0.37971961610718896,0.364,0.654,0.3422818791946309,0.3711340206185567
342,0.718,0.37681159420289856,0.3850441379392552,0.382,0.647,0.40070921985815605,0.40425531914893614
343,0.708,0.373134328358209,0.3927840139077885,0.383,0.632,0.4315068493150685,0.4659090909090909
344,0.691,0.4248768472906404,0.4108407840608046,0.422,0.664,0.4174757281553398,0.45045045045045046
345,0.713,0.379436964504284,0.3982820645328448,0.389,0.675,0.43205574912891986,0.4444444444444444
346,0.699,0.386780905752754,0.4024156142493455,0.39,0.658,0.4119601328903654,0.42452830188679247
347,0.715,0.38264058679706603,0.3997845332279841,0.4,0.641,0.4245614035087719,0.34408602150537637
348,0.722,0.36177884615384615,0.3666748789323461,0.358,0.626,0.3597122302158273,0.3942307692307692
349,0.683,0.40977443609022557,0.385014105555177,0.414,0.665,0.4416403785488959,0.4672897196261682
350,0.684,0.37361282367447596,0.3609704800415335,0.36,0.672,0.3512658227848101,0.42735042735042733
351,0.701,0.37641154328732745,0.39171442927554584,0.388,0.665,0.43812709030100333,0.43902439024390244
352,0.668,0.36888331242158096,0.3923920639004489,0.366,0.708,0.3644578313253012,0.39655172413793105
353,0.704,0.41514041514041516,0.4160019957000838,0.425,0.649,0.43243243243243246,0.36363636363636365
354,0.72,0.38922155688622756,0.380234685705091,0.388,0.666,0.39285714285714285,0.39603960396039606
355,0.737,0.3325242718446602,0.35150989959289697,0.343,0.664,0.3650190114068441,0.33783783783783783
356,0.726,0.3369304556354916,0.34473653693373857,0.347,0.649,0.35766423357664234,0.31683168316831684
357,0.657,0.3554987212276215,0.3804074235489329,0.357,0.676,0.3498542274052478,0.3217391304347826
358,0.664,0.35887611749680715,0.3869172258335332,0.367,0.696,0.3958333333333333,0.3805309734513274
359,0.663,0.40470297029702973,0.4041890659830955,0.41,0.691,0.4391691394658754,0.44696969696969696
360,0.683,0.3899138991389914,0.40368305825629885,0.414,0.669,0.4889589905362776,0.4462809917355372
361,0.729,0.34941176470588237,0.3684108451077351,0.357,0.692,0.3948339483394834,0.39090909090909093
362,0.737,0.3825265643447462,0.39443765039546397,0.399,0.643,0.4296577946768061,0.33663366336633666
363,0.704,0.3849938499384994,0.3912020171164685,0.384,0.673,0.39864864864864863,0.45918367346938777
364,0.675,0.36612702366127026,0.37745799285999754,0.379,0.641,0.4246153846153846,0.42857142857142855
365,0.705,0.354014598540146,0.3758763813875653,0.366,0.653,0.423728813559322,0.44545454545454544
366,0.653,0.3690176322418136,0.3807189562690773,0.373,0.693,0.3919308357348703,0.40458015267175573
367,0.64,0.399734395750332,0.40641431421076063,0.403,0.67,0.41388888888888886,0.42424242424242425
368,0.649,0.40396530359355637,0.39830335908584674,0.409,0.663,0.452991452991453,0.48026315789473684
369,0.651,0.4025157232704403,0.39597611126084553,0.402,0.672,0.4040114613180516,0.42105263157894735
370,0.666,0.34810126582278483,0.37216253654710135,0.349,0.653,0.3383233532934132,0.3275862068965517
371,0.678,0.38578680203045684,0.37772026906378253,0.378,0.642,0.3447204968944099,0.3617021276595745
372,0.66,0.36768447837150126,0.3772060651145891,0.365,0.612,0.36176470588235293,0.3706896551724138
373,0.669,0.37531172069825436,0.36568555765607336,0.379,0.624,0.3957703927492447,0.416
374,0.659,0.3553826199740597,0.3898785258011512,0.365,0.641,0.39589442815249265,0.3883495145631068
375,0.652,0.35714285714285715,0.3825455567456752,0.362,0.65,0.3448275862068966,0.3111111111111111
376,0.688,0.3835616438356164,0.39270791556065954,0.4,0.658,0.4583333333333333,0.4519230769230769
377,0.679,0.38095238095238093,0.374724984273229,0.386,0.63,0.40186915887850466,0.40540540540540543
378,0.681,0.37407407407407406,0.36896407787079644,0.377,0.628,0.36990595611285265,0.3305084745762712
379,0.706,0.33821733821733824,0.38574944729388566,0.356,0.631,0.4217687074829932,0.3883495145631068
380,0.68,0.4052044609665427,0.40013265161018996,0.404,0.664,0.4,0.4051724137931034
381,0.711,0.39397590361445783,0.4094265343884831,0.407,0.646,0.4359861591695502,0.39090909090909093
382,0.689,0.38762626262626265,0.3787933147219625,0.387,0.657,0.40514469453376206,0.45161290322580644
383,0.676,0.41035353535353536,0.40555855600673774,0.412,0.653,0.42901234567901236,0.42990654205607476
384,0.682,0.41581632653061223,0.39883151010081425,0.411,0.646,0.4088050314465409,0.45555555555555555
385,0.713,0.3675937122128174,0.3862822086533099,0.365,0.634,0.37630662020905925,0.43137254901960786
386,0.715,0.37858032378580325,0.37916393504280255,0.384,0.657,0.40350877192982454,0.4125
387,0.667,0.35686777920410784,0.36802925976800277,0.364,0.668,0.39039039039039036,0.37735849056603776
388,0.642,0.3716475095785441,0.3859694095447261,0.386,0.708,0.42178770949720673,0.3923076923076923
389,0.686,0.3454773869346734,0.37891377362656375,0.357,0.718,0.3980891719745223,0.375
390,0.693,0.36683417085427134,0.37156521922699665,0.381,0.696,0.3973941368078176,0.31521739130434784
391,0.719,0.41140776699029125,0.4013343980278106,0.42,0.653,0.4697508896797153,0.5
392,0.664,0.4093789607097592,0.41525511889172995,0.405,0.61,0.3958333333333333,0.42857142857142855
393,0.694,0.35872235872235875,0.38689439665730135,0.375,0.621,0.4444444444444444,0.4716981132075472
394,0.672,0.37125,0.40021830644800815,0.387,0.591,0.42073170731707316,0.3884297520661157
395,0.681,0.38909541511771994,0.3994157889130192,0.395,0.632,0.4231974921630094,0.4434782608695652
396,0.684,0.39434889434889436,0.39771706391885575,0.395,0.635,0.4272151898734177,0.5042016806722689
397,0.714,0.3796068796068796,0.3912600039326172,0.378,0.678,0.3881118881118881,0.4065934065934066
398,0.689,0.38936959208899874,0.39145359712273986,0.394,0.649,0.43729903536977494,0.5045045045045045
399,0.679,0.39184177997527814,0.3829384649073173,0.382,0.627,0.35202492211838005,0.38333333333333336
400,0.698,0.36341463414634145,0.37188247998132146,0.375,0.641,0.4205298013245033,0.38738738738738737
401,0.659,0.3328998699609883,0.365626267489824,0.329,0.65,0.34017595307917886,0.3958333333333333
402,0.675,0.3530150753768844,0.3677787589913429,0.363,0.662,0.39076923076923076,0.35964912280701755
403,0.664,0.37593984962406013,0.38143904762807496,0.379,0.711,0.40476190476190477,0.4274193548387097
404,0.693,0.38930348258706465,0.3967387028086187,0.393,0.688,0.3973941368078176,0.38613861386138615
405,0.681,0.36658031088082904,0.38490761590907574,0.376,0.65,0.3793103448275862,0.3170731707317073
406,0.668,0.39413265306122447,0.4005690627773663,0.395,0.622,0.41566265060240964,0.4528301886792453
407,0.653,0.3619550858652576,0.3987643756553098,0.375,0.62,0.42363112391930835,0.44565217391304346
408,0.643,0.3576158940397351,0.3986480747662995,0.385,0.627,0.45098039215686275,0.43
409,0.616,0.36610608020698576,0.4062136711331673,0.375,0.644,0.3828125,0.3673469387755102
410,0.663,0.3804755944931164,0.4081599316437545,0.397,0.609,0.43026706231454004,0.39344262295081966
411,0.653,0.38980891719745225,0.3998933790540187,0.393,0.654,0.3861671469740634,0.36666666666666664
412,0.696,0.39532019704433496,0.42012405290118443,0.408,0.632,0.4605263157894737,0.45714285714285713
413,0.679,0.4034229828850856,0.4034272811247548,0.407,0.662,0.4205607476635514,0.4122137404580153
414,0.676,0.4409148665819568,0.4115231368810413,0.437,0.629,0.404320987654321,0.3838383838383838
415,0.683,0.410062893081761,0.42223560581329955,0.407,0.63,0.41324921135646686,0.45544554455445546
416,0.706,0.4102870813397129,0.39125631520563975,0.408,0.642,0.40816326530612246,0.4369747899159664
417,0.707,0.3502415458937198,0.3745093858709911,0.371,0.636,0.41638225255972694,0.34234234234234234
418,0.729,0.32335329341317365,0.3612096585585225,0.327,0.614,0.31365313653136534,0.27
419,0.693,0.402676399026764,0.41159791595218287,0.422,0.637,0.48859934853420195,0.49137931034482757
420,0.709,0.3884093711467324,0.4134819630176752,0.399,0.634,0.422680412371134,0.4044943820224719
421,0.725,0.3906633906633907,0.39593396193171465,0.403,0.6,0.44,0.4268292682926829
422,0.723,0.3837772397094431,0.37530467220270114,0.383,0.623,0.40794223826714804,0.45652173913043476
423,0.731,0.3590062111801242,0.3661355352760282,0.362,0.61,0.379182156133829,0.375
424,0.689,0.40375,0.4063554692582321,0.421,0.585,0.4662379421221865,0.42
425,0.702,0.41190765492102066,0.3875321480181856,0.413,0.603,0.4697986577181208,0.5555555555555556
426,0.693,0.3849009900990099,0.39551961663450536,0.384,0.65,0.36156351791530944,0.3269230769230769
427,0.665,0.42105263157894735,0.4277827225660553,0.433,0.626,0.46567164179104475,0.4628099173553719
428,0.719,0.3762135922330097,0.41567796869726437,0.372,0.592,0.3807829181494662,0.4787234042553192
429,0.694,0.40075853350189633,0.41927999039238045,0.408,0.614,0.43790849673202614,0.4444444444444444
430,0.68,0.3574051407588739,0.3890385839900392,0.358,0.659,0.35625,0.3412698412698413
431,0.709,0.3617021276595745,0.3767557968779141,0.368,0.657,0.4054982817869416,0.44047619047619047
432,0.678,0.4098984771573604,0.40119256413519555,0.417,0.673,0.4503105590062112,0.47
433,0.684,0.3583743842364532,0.3926550544187179,0.365,0.664,0.3924050632911392,0.3865546218487395
434,0.678,0.3917910447761194,0.39913080279115515,0.4,0.665,0.41304347826086957,0.39655172413793105
435,0.692,0.3932038834951456,0.396257935369289,0.394,0.659,0.39935064935064934,0.4152542372881356
436,0.719,0.3675937122128174,0.36333689643659534,0.374,0.695,0.41637010676156583,0.45
437,0.686,0.3748411689961881,0.3765274840174684,0.388,0.715,0.4267515923566879,0.42696629213483145
438,0.672,0.3778337531486146,0.382397125047449,0.379,0.679,0.39939024390243905,0.42990654205607476
439,0.681,0.3793969849246231,0.37238727950798284,0.396,0.639,0.45768025078369906,0.4423076923076923
440,0.656,0.4423558897243108,0.42649060765034724,0.441,0.62,0.438953488372093,0.4393939393939394
441,0.688,0.3794808405438813,0.39011299278230627,0.382,0.649,0.40705128205128205,0.4247787610619469
442,0.678,0.38567839195979897,0.3907940837896691,0.378,0.634,0.391304347826087,0.46296296296296297
443,0.661,0.40153452685422,0.3940044703248117,0.413,0.625,0.43952802359882004,0.40350877192982454
444,0.67,0.3857677902621723,0.3826358568239227,0.4,0.63,0.45151515151515154,0.4262295081967213
445,0.617,0.38227513227513227,0.379099236205685,0.383,0.624,0.391644908616188,0.4251968503937008
446,0.659,0.3582474226804124,0.3751112817843193,0.363,0.653,0.39589442815249265,0.4392523364485981
447,0.657,0.3109987357774968,0.35850970239337177,0.333,0.652,0.36443148688046645,0.2644628099173554
448,0.668,0.3723270440251572,0.3851094395432229,0.395,0.662,0.46686746987951805,0.453781512605042
449,0.669,0.3965303593556382,0.3915570017526585,0.397,0.637,0.41389728096676737,0.4435483870967742
450,0.656,0.35759897828863346,0.37546024516111914,0.378,0.677,0.436046511627907,0.4336283185840708
451,0.652,0.35103626943005184,0.3742826258737887,0.355,0.651,0.3764367816091954,0.3944954128440367
452,0.655,0.38471177944862156,0.3890450894030331,0.393,0.627,0.4,0.37037037037037035
453,0.612,0.3868421052631579,0.39628705788427887,0.4,0.636,0.4175257731958763,0.38405797101449274
454,0.659,0.37766624843161856,0.38849063664652944,0.398,0.614,0.4604105571847507,0.4296875
455,0.635,0.362002567394095,0.40115409504032584,0.383,0.622,0.42191780821917807,0.38345864661654133
456,0.657,0.42357512953367876,0.39916099352443596,0.419,0.664,0.3848396501457726,0.35294117647058826
457,0.689,0.40476190476190477,0.4149439405961866,0.41,0.68,0.4437299035369775,0.4897959183673469
458,0.686,0.41405269761606023,0.4030082113946081,0.419,0.673,0.43630573248407645,0.4423076923076923
459,0.725,0.39441747572815533,0.414064900162463,0.401,0.636,0.4072727272727273,0.36666666666666664
460,0.732,0.38686987104337633,0.3874652177826258,0.392,0.676,0.4291044776119403,0.44036697247706424
461,0.743,0.3196125907990315,0.34988409056881037,0.334,0.68,0.39299610894941633,0.3611111111111111
462,0.701,0.33251833740831294,0.35900245944649556,0.33,0.707,0.32441471571906355,0.3177570093457944
463,0.736,0.37001209189842804,0.39100829207159005,0.373,0.672,0.4053030303030303,0.44871794871794873
464,0.685,0.37668711656441717,0.4113316379809055,0.39,0.694,0.43174603174603177,0.41025641025641024
465,0.709,0.40481927710843374,0.39772647217423246,0.403,0.746,0.41237113402061853,0.45045045045045046
466,0.703,0.36545682102628285,0.38772720846410813,0.379,0.726,0.40404040404040403,0.32954545454545453
467,0.726,0.4021608643457383,0.39523377615626226,0.404,0.69,0.42700729927007297,0.4536082474226804
468,0.689,0.35580524344569286,0.3769823793796264,0.369,0.664,0.40192926045016075,0.36
469,0.701,0.37454100367197063,0.3875116047906547,0.371,0.646,0.33444816053511706,0.3069306930693069
470,0.678,0.4116161616161616,0.4001192995232382,0.43,0.657,0.468944099378882,0.4056603773584906
471,0.695,0.41656210790464243,0.3950117774802378,0.422,0.673,0.4819672131147541,0.5681818181818182
472,0.693,0.4100119189511323,0.39027367781685834,0.397,0.651,0.4234527687296417,0.5303030303030303
473,0.69,0.37605804111245467,0.375790471779,0.39,0.649,0.42258064516129035,0.36065573770491804
474,0.699,0.38765432098765434,0.4006702453581825,0.392,0.67,0.45182724252491696,0.53
475,0.618,0.3878378378378378,0.40090182076230824,0.403,0.637,0.4162303664921466,0.35398230088495575
476,0.67,0.40540540540540543,0.4051200282596939,0.418,0.668,0.45151515151515154,0.4444444444444444
477,0.706,0.3754556500607533,0.383950790246106,0.38,0.636,0.41156462585034015,0.41509433962264153
478,0.708,0.36744759556103573,0.37150042835168867,0.368,0.692,0.3801369863013699,0.43617021276595747
479,0.7,0.3567961165048544,0.384023202020234,0.37,0.695,0.42,0.4051724137931034
480,0.704,0.3640776699029126,0.38660632875287776,0.369,0.683,0.4155405405405405,0.44144144144144143
481,0.655,0.3989962358845671,0.4148444581759268,0.406,0.716,0.4463768115942029,0.49206349206349204
482,0.649,0.41214470284237725,0.423225582755445,0.409,0.668,0.39886039886039887,0.41025641025641024
483,0.662,0.3900889453621347,0.3763219618606833,0.387,0.63,0.40828402366863903,0.48214285714285715
484,0.647,0.38064516129032255,0.3870262660540235,0.388,0.622,0.41359773371104813,0.4083333333333333
485,0.648,0.4267515923566879,0.43303314473740695,0.437,0.594,0.46875,0.4603174603174603
486,0.685,0.3981042654028436,0.42461343760399267,0.404,0.592,0.41904761904761906,0.4206896551724138
487,0.653,0.4394506866416979,0.415328863243579,0.441,0.611,0.4265129682997118,0.39416058394160586
488,0.692,0.3855721393034826,0.3956369990838801,0.393,0.608,0.4253246753246753,0.41
489,0.676,0.40594059405940597,0.4114253715088581,0.412,0.641,0.41358024691358025,0.371900826446281
490,0.676,0.37037037037037035,0.38258033259421315,0.376,0.697,0.3950617283950617,0.40404040404040403
491,0.666,0.3508322663252241,0.388108288131201,0.371,0.689,0.4281437125748503,0.39
492,0.653,0.38461538461538464,0.38803907190926484,0.38,0.701,0.37175792507204614,0.39655172413793105
493,0.673,0.36293436293436293,0.37585289391229876,0.374,0.708,0.4036697247706422,0.3711340206185567
494,0.71,0.36462093862815886,0.3579783966046696,0.367,0.685,0.3758620689655172,0.3577981651376147
495,0.687,0.41903584672435107,0.39777499199066335,0.422,0.689,0.4281150159744409,0.42342342342342343
496,0.682,0.399746192893401,0.3790486907497899,0.4,0.676,0.41509433962264153,0.44565217391304346
497,0.702,0.35472154963680386,0.3457334008804887,0.358,0.65,0.36577181208053694,0.3217391304347826
498,0.658,0.3635204081632653,0.39334599575137985,0.385,0.633,0.45321637426900585,0.4375
499,0.678,0.3943139678615575,0.3849286666255466,0.403,0.64,0.4472049689440994,0.47058823529411764
500,0.657,0.38017565872020076,0.390904519982186,0.389,0.653,0.3965014577259475,0.384
501,0.691,0.4129353233830846,0.39539203931366523,0.401,0.673,0.40129449838187703,0.5
502,0.693,0.34191176470588236,0.3725962207460142,0.353,0.649,0.39087947882736157,0.3739130434782609
503,0.705,0.3932038834951456,0.3861291177994086,0.386,0.617,0.39322033898305087,0.44642857142857145
504,0.736,0.3435655253837072,0.3650086758219427,0.36,0.62,0.3977272727272727,0.29896907216494845
505,0.667,0.34324659231722426,0.3681819559955255,0.367,0.62,0.43843843843843844,0.3953488372093023
506,0.677,0.37515842839036756,0.37784285291570985,0.376,0.688,0.38699690402476783,0.42857142857142855
507,0.648,0.37055837563451777,0.38858095623955796,0.393,0.693,0.44886363636363635,0.4122137404580153
508,0.671,0.36942675159235666,0.3870236709810283,0.369,0.73,0.39209726443769,0.4666666666666667
509,0.649,0.38957816377171217,0.4000606707602408,0.383,0.7,0.4017094017094017,0.46308724832214765
510,0.662,0.36125,0.40316111665253007,0.381,0.686,0.4289940828402367,0.3983739837398374
511,0.704,0.3967861557478368,0.39310643881329477,0.4,0.672,0.40202702702702703,0.37894736842105264
512,0.67,0.3982521847690387,0.4090431894445179,0.411,0.634,0.45454545454545453,0.46218487394957986
513,0.699,0.3555276381909548,0.38168968184325175,0.36,0.64,0.3754152823920266,0.35714285714285715
514,0.662,0.3770913770913771,0.3970831987947222,0.391,0.721,0.4378698224852071,0.44660194174757284
515,0.66,0.39564660691421255,0.39964430831501774,0.4,0.693,0.4294117647058823,0.49523809523809526
516,0.693,0.39490445859872614,0.39662795119196176,0.392,0.666,0.41042345276872966,0.4942528735632184
517,0.682,0.36351875808538164,0.38666797125388264,0.375,0.67,0.3867924528301887,0.3037974683544304
518,0.68,0.36125,0.38839506976241894,0.38,0.635,0.440625,0.42201834862385323
519,0.651,0.37851662404092073,0.3984810177164796,0.39,0.628,0.4040114613180516,0.3790322580645161
520,0.657,0.3939393939393939,0.39845607315265125,0.396,0.618,0.42857142857142855,0.46825396825396826
521,0.677,0.3757802746566791,0.38371877064478166,0.385,0.612,0.42105263157894735,0.38738738738738737
522,0.659,0.38423028785982477,0.39310135632181964,0.385,0.638,0.4046920821114369,0.4112903225806452
523,0.716,0.38895558223289317,0.397859803866982,0.393,0.628,0.4154929577464789,0.41964285714285715
524,0.664,0.34831460674157305,0.38435658885189405,0.364,0.654,0.3958333333333333,0.36134453781512604
525,0.69,0.3660377358490566,0.38788917463882605,0.377,0.691,0.41935483870967744,0.43617021276595747
526,0.667,0.40074441687344914,0.3906657017602859,0.407,0.689,0.42342342342342343,0.40476190476190477
527,0.674,0.3717791411042945,0.3776177712097722,0.387,0.67,0.450920245398773,0.44696969696969696
528,0.646,0.38212435233160624,0.3836664610268241,0.398,0.664,0.4209039548022599,0.3706896551724138
529,0.64,0.3717948717948718,0.3778520906778681,0.375,0.658,0.3611111111111111,0.3106060606060606
530,0.637,0.37900128040973113,0.4069611098885656,0.388,0.636,0.4297520661157025,0.43846153846153846
531,0.64,0.4170731707317073,0.3969848347386946,0.426,0.598,0.4722222222222222,0.48255813953488375
532,0.624,0.40077821011673154,0.4117286787764252,0.41,0.636,0.4015957446808511,0.35294117647058826
533,0.661,0.42375,0.3947649992034345,0.429,0.675,0.45427728613569324,0.48412698412698413
534,0.702,0.363080684596577,0.37004019929973797,0.38,0.692,0.4261744966442953,0.35353535353535354
535,0.689,0.35931790499390986,0.3656706173265176,0.358,0.702,0.3311897106109325,0.29411764705882354
536,0.714,0.35216346153846156,0.37317478979314544,0.363,0.676,0.3951048951048951,0.3577981651376147
537,0.723,0.3470873786407767,0.3637154048101736,0.352,0.647,0.35379061371841153,0.3372093023255814
538,0.722,0.3469387755102041,0.3817151527528217,0.366,0.646,0.42805755395683454,0.39
539,0.707,0.37668711656441717,0.40536909873956756,0.373,0.654,0.378839590443686,0.42105263157894735
540,0.698,0.38944723618090454,0.39560459326753844,0.4,0.621,0.41721854304635764,0.36363636363636365
541,0.697,0.38271604938271603,0.3863341511164554,0.394,0.647,0.44224422442244227,0.4411764705882353
542,0.684,0.38413098236775817,0.387309120816982,0.396,0.647,0.43354430379746833,0.41
543,0.723,0.3898305084745763,0.39325680700176313,0.409,0.624,0.48736462093862815,0.4731182795698925
544,0.684,0.3862238622386224,0.3802674387951512,0.39,0.625,0.37658227848101267,0.3559322033898305
545,0.696,0.37362637362637363,0.37364097114434236,0.371,0.638,0.35855263157894735,0.3474576271186441
546,0.726,0.373508353221957,0.3784664728886455,0.382,0.641,0.3905109489051095,0.36538461538461536
547,0.69,0.3516209476309227,0.37792017867155486,0.357,0.613,0.3774193548387097,0.3939393939393939
548,0.677,0.3739021329987453,0.38623267024691343,0.376,0.643,0.4086687306501548,0.4636363636363636
549,0.691,0.35294117647058826,0.38670908277579963,0.371,0.628,0.40129449838187703,0.3229166666666667
550,0.696,0.38929440389294406,0.36785459482650645,0.395,0.631,0.40789473684210525,0.39655172413793105
551,0.723,0.3869047619047619,0.39260266403786204,0.39,0.65,0.3935018050541516,0.3925233644859813
552,0.691,0.3886838868388684,0.3824042245314819,0.401,0.673,0.4401294498381877,0.44761904761904764
553,0.683,0.3694029850746269,0.374396762110735,0.371,0.643,0.38801261829652994,0.42201834862385323
554,0.667,0.36466165413533835,0.37659302844888015,0.374,0.669,0.3963963963963964,0.3565217391304348
555,0.641,0.37292464878671777,0.36648108917658034,0.366,0.682,0.34818941504178275,0.3511450381679389
556,0.672,0.4069319640564827,0.39998949733082856,0.404,0.643,0.38109756097560976,0.3673469387755102
557,0.671,0.3886138613861386,0.4163838398367056,0.399,0.669,0.42857142857142855,0.41732283464566927
558,0.651,0.3889585947302384,0.3976829849042716,0.39,0.629,0.4068767908309456,0.42857142857142855
559,0.685,0.3851944792973651,0.3936014043246697,0.403,0.637,0.45714285714285713,0.4326923076923077
560,0.689,0.38095238095238093,0.3902302271573237,0.38,0.614,0.42443729903536975,0.5252525252525253
561,0.684,0.4052044609665427,0.4085541749832181,0.42,0.626,0.4588607594936709,0.45535714285714285
562,0.663,0.40852130325814534,0.41045503880995593,0.418,0.609,0.45103857566765576,0.4369747899159664
563,0.687,0.40370370370370373,0.39736100723378026,0.404,0.588,0.4249201277955272,0.4642857142857143
564,0.674,0.37791411042944784,0.39021339553766166,0.395,0.578,0.4325153374233129,0.373015873015873
565,0.669,0.36237373737373735,0.3802138062085184,0.373,0.634,0.3957703927492447,0.4036697247706422
566,0.628,0.3938584779706275,0.39129180146699444,0.408,0.633,0.44623655913978494,0.4424778761061947
